customer_id,avg_session_time,pages_per_session,cart_abandon_rate,return_rate,support_tickets,review_score,behavior_churn_signal,behavior_churn_signal_binaria,behavior_churn_signal_yes_no
cust014870,7.8,22,5.0,24.0,6,4.9,0,False,No
cust014871,2.37,18,82.0,10.0,0,3.31,0,False,No
cust014872,8.35,18,35.0,44.0,3,4.89,0,False,No
cust014873,8.35,7,64.0,28.000000000000004,1,1.31,0,False,No
cust014874,1.78,8,77.0,20.0,4,2.23,1,True,Yes
cust014875,19.73,23,9.0,13.0,0,4.43,0,False,No
cust014876,8.88,16,57.99999999999999,2.0,5,4.68,0,False,No
cust014877,3.6,14,21.0,8.0,0,2.99,1,True,Yes
cust014878,16.52,21,27.0,7.000000000000001,4,2.64,0,False,No
cust014879,19.65,12,1.0,25.0,6,3.68,0,False,No
cust014880,16.33,8,75.0,4.0,3,2.85,0,False,No
cust014881,2.5,19,62.0,4.0,2,1.19,1,True,Yes
cust014882,6.81,20,94.0,35.0,5,1.02,1,True,Yes
cust014883,6.41,25,2.0,15.0,5,3.74,0,False,No
cust014884,15.44,11,80.0,45.0,1,2.46,1,True,Yes
cust014885,17.39,11,73.0,27.0,7,4.82,0,False,No
cust014886,19.01,21,90.0,10.0,2,1.83,1,True,Yes
cust014887,18.12,18,40.0,40.0,8,3.75,1,True,Yes
cust014888,15.48,21,3.0,21.0,3,4.43,0,False,No
cust014889,10.31,9,69.0,38.0,10,1.48,0,False,No
cust014890,3.96,5,72.0,3.0,7,2.37,1,True,Yes
cust014891,18.44,4,56.99999999999999,46.0,10,2.24,0,False,No
cust014892,13.1,22,28.999999999999996,6.0,6,4.96,0,False,No
cust014893,4.35,23,19.0,42.0,8,4.21,0,False,No
cust014894,19.58,13,7.000000000000001,5.0,9,2.79,0,False,No
cust014895,12.24,24,4.0,8.0,4,3.81,0,False,No
cust014896,13.7,24,9.0,47.0,2,2.02,0,False,No
cust014897,17.86,7,92.0,25.0,10,2.65,0,False,No
cust014898,6.28,7,81.0,10.0,10,3.49,0,False,No
cust014899,11.78,21,25.0,49.0,4,4.39,0,False,No
cust014900,1.39,25,42.0,18.0,7,4.53,0,False,No
cust014901,6.03,23,100.0,10.0,2,1.98,1,True,Yes
cust014902,13.66,4,16.0,44.0,9,1.44,0,False,No
cust014903,19.68,7,87.0,42.0,1,2.63,0,False,No
cust014904,10.76,5,46.0,49.0,2,1.14,0,False,No
cust014905,8.25,9,97.0,18.0,1,2.59,0,False,No
cust014906,12.99,23,91.0,15.0,2,4.79,0,False,No
cust014907,6.37,23,82.0,14.000000000000002,3,1.29,1,True,Yes
cust014908,16.43,25,45.0,20.0,0,2.72,0,False,No
cust014909,12.62,25,26.0,12.0,6,2.93,1,True,Yes
cust014910,1.68,8,64.0,41.0,10,3.91,1,True,Yes
cust014911,9.92,24,56.99999999999999,1.0,1,4.65,0,False,No
cust014912,11.6,12,32.0,15.0,4,3.64,0,False,No
cust014913,12.1,9,19.0,20.0,1,3.7,0,False,No
cust014914,6.66,20,51.0,13.0,2,1.29,0,False,No
cust014915,8.38,17,73.0,11.0,3,4.02,1,True,Yes
cust014916,13.72,25,51.0,49.0,0,4.53,1,True,Yes
cust014917,11.7,8,56.00000000000001,14.000000000000002,5,4.68,0,False,No
cust014918,18.02,1,74.0,6.0,3,3.81,0,False,No
cust014919,5.81,6,19.0,38.0,8,4.84,1,True,Yes
cust014920,3.07,16,16.0,11.0,3,4.85,0,False,No
cust014921,14.23,10,68.0,25.0,9,3.15,1,True,Yes
cust014922,6.51,15,15.0,39.0,9,2.88,0,False,No
cust014923,5.86,18,63.0,10.0,6,2.96,1,True,Yes
cust014924,4.61,4,76.0,16.0,6,2.77,0,False,No
cust014925,15.34,17,66.0,20.0,9,1.28,0,False,No
cust014926,18.51,21,1.0,37.0,2,4.78,1,True,Yes
cust014927,6.83,5,8.0,12.0,5,2.25,1,True,Yes
cust014928,9.58,14,53.0,36.0,2,4.6,0,False,No
cust014929,9.83,14,75.0,6.0,8,2.32,1,True,Yes
cust014930,3.24,10,69.0,45.0,10,4.56,1,True,Yes
cust014931,7.2,15,23.0,14.000000000000002,6,2.15,1,True,Yes
cust014932,2.56,22,13.0,11.0,8,1.03,0,False,No
cust014933,1.9,18,70.0,31.0,2,4.78,1,True,Yes
cust014934,8.63,19,44.0,3.0,2,1.61,0,False,No
cust014935,14.14,18,24.0,39.0,7,3.82,1,True,Yes
cust014936,15.2,20,69.0,35.0,10,3.19,0,False,No
cust014937,13.89,13,53.0,10.0,7,1.87,0,False,No
cust014938,8.7,22,1.0,44.0,3,2.07,0,False,No
cust014939,1.98,3,42.0,41.0,6,2.59,1,True,Yes
cust014940,5.99,1,54.0,28.999999999999996,8,4.04,1,True,Yes
cust014941,16.2,2,71.0,0.0,1,1.01,0,False,No
cust014942,19.57,24,26.0,14.000000000000002,6,3.93,0,False,No
cust014943,12.05,5,46.0,6.0,8,1.33,0,False,No
cust014944,14.37,8,12.0,22.0,3,3.94,0,False,No
cust014945,18.54,13,87.0,43.0,4,2.43,0,False,No
cust014946,18.62,17,68.0,44.0,4,1.36,0,False,No
cust014947,1.75,22,43.0,41.0,7,2.63,0,False,No
cust014948,17.81,3,23.0,2.0,10,4.05,1,True,Yes
cust014949,12.9,8,44.0,42.0,4,4.3,0,False,No
cust014950,7.17,23,84.0,17.0,3,3.49,0,False,No
cust014951,4.66,22,26.0,22.0,0,2.26,1,True,Yes
cust014952,3.45,4,48.0,26.0,0,1.63,0,False,No
cust014953,4.31,23,3.0,2.0,1,2.43,1,True,Yes
cust014954,3.79,8,92.0,10.0,6,1.26,1,True,Yes
cust014955,8.68,25,19.0,3.0,2,4.01,0,False,No
cust014956,11.58,12,6.0,23.0,5,1.16,1,True,Yes
cust014957,7.73,10,36.0,41.0,0,3.94,0,False,No
cust014958,18.04,11,14.000000000000002,27.0,7,1.08,0,False,No
cust014959,16.68,13,37.0,3.0,2,2.3,1,True,Yes
cust014960,6.45,19,77.0,6.0,5,3.22,1,True,Yes
cust014961,16.08,4,74.0,47.0,10,1.0,1,True,Yes
cust014962,7.72,10,37.0,2.0,8,4.27,0,False,No
cust014963,14.09,2,53.0,20.0,6,4.58,0,False,No
cust014964,6.02,25,33.0,48.0,6,1.26,0,False,No
cust014965,15.83,24,72.0,45.0,10,1.36,0,False,No
cust014966,19.44,6,3.0,17.0,6,1.34,0,False,No
cust014967,1.97,10,96.0,36.0,6,3.02,0,False,No
cust014968,3.06,21,53.0,16.0,1,2.09,1,True,Yes
cust014969,12.74,20,79.0,22.0,10,2.97,0,False,No
cust014970,13.38,17,12.0,41.0,10,4.35,0,False,No
cust014971,11.28,24,19.0,25.0,6,1.42,0,False,No
cust014972,15.5,5,31.0,16.0,4,4.78,0,False,No
cust014973,9.02,1,79.0,32.0,6,2.26,1,True,Yes
cust014974,3.35,16,80.0,38.0,8,1.68,1,True,Yes
cust014975,5.73,11,77.0,49.0,7,4.37,0,False,No
cust014976,14.0,8,92.0,14.000000000000002,2,1.04,0,False,No
cust014977,7.1,14,97.0,44.0,5,1.2,1,True,Yes
cust014978,10.54,6,8.0,39.0,10,2.49,0,False,No
cust014979,18.33,7,5.0,37.0,8,2.6,0,False,No
cust014980,6.1,12,52.0,24.0,4,2.4,0,False,No
cust014981,13.33,1,66.0,4.0,7,3.38,1,True,Yes
cust014982,14.5,3,8.0,33.0,10,4.22,0,False,No
cust014983,16.81,22,4.0,35.0,7,4.19,0,False,No
cust014984,8.54,20,54.0,13.0,8,2.24,1,True,Yes
cust014985,10.53,6,15.0,19.0,3,2.21,0,False,No
cust014986,5.53,1,48.0,42.0,5,1.97,0,False,No
cust014987,13.53,24,25.0,7.000000000000001,0,4.77,0,False,No
cust014988,13.03,14,10.0,32.0,7,1.71,1,True,Yes
cust014989,17.87,18,25.0,40.0,5,1.8,1,True,Yes
cust014990,11.61,8,91.0,15.0,10,1.33,1,True,Yes
cust014991,11.5,4,17.0,36.0,7,3.36,0,False,No
cust014992,7.58,9,71.0,12.0,7,4.67,0,False,No
cust014993,7.59,11,76.0,13.0,5,3.86,1,True,Yes
cust014994,1.6,3,30.0,5.0,2,2.8,0,False,No
cust014995,9.27,18,36.0,49.0,2,1.98,0,False,No
cust014996,16.03,25,45.0,17.0,9,1.81,1,True,Yes
cust014997,13.03,1,33.0,41.0,2,4.87,0,False,No
cust014998,5.32,22,13.0,16.0,8,2.87,1,True,Yes
cust014999,6.72,21,97.0,39.0,2,4.86,1,True,Yes
cust015000,8.09,19,30.0,20.0,10,3.09,0,False,No
cust015001,15.09,4,88.0,23.0,7,2.16,0,False,No
cust015002,7.06,18,70.0,28.000000000000004,0,2.95,1,True,Yes
cust015003,4.85,6,88.0,39.0,6,1.56,0,False,No
cust015004,7.98,6,54.0,23.0,5,2.59,0,False,No
cust015005,14.66,11,5.0,24.0,0,2.05,0,False,No
cust015006,2.61,8,46.0,9.0,2,2.03,1,True,Yes
cust015007,10.63,20,97.0,34.0,1,2.12,1,True,Yes
cust015008,8.27,20,41.0,8.0,4,1.64,1,True,Yes
cust015009,3.82,8,52.0,34.0,2,3.36,1,True,Yes
cust015010,19.58,24,13.0,49.0,2,2.87,0,False,No
cust015011,5.15,20,94.0,23.0,6,2.39,0,False,No
cust015012,5.06,8,27.0,49.0,8,2.22,1,True,Yes
cust015013,19.58,10,33.0,12.0,4,1.73,1,True,Yes
cust015014,8.83,22,24.0,35.0,3,1.96,0,False,No
cust015015,16.87,13,83.0,14.000000000000002,5,4.01,1,True,Yes
cust015016,17.29,20,59.0,18.0,9,2.76,0,False,No
cust015017,15.94,5,28.999999999999996,17.0,8,1.64,0,False,No
cust015018,8.58,24,9.0,16.0,8,2.49,1,True,Yes
cust015019,5.85,8,10.0,26.0,0,4.46,0,False,No
cust015020,7.38,21,24.0,14.000000000000002,4,4.45,0,False,No
cust015021,11.03,10,13.0,35.0,8,1.62,0,False,No
cust015022,2.14,8,26.0,8.0,2,3.42,0,False,No
cust015023,10.21,2,72.0,26.0,8,2.68,1,True,Yes
cust015024,11.0,1,43.0,2.0,5,3.72,0,False,No
cust015025,19.28,25,42.0,21.0,4,1.18,0,False,No
cust015026,17.92,17,93.0,41.0,7,1.43,0,False,No
cust015027,18.1,11,2.0,22.0,9,3.0,1,True,Yes
cust015028,16.85,11,75.0,40.0,1,4.47,0,False,No
cust015029,10.05,7,78.0,3.0,7,2.78,0,False,No
cust015030,1.57,4,92.0,48.0,0,1.34,0,False,No
cust015031,11.12,16,33.0,17.0,4,2.8,0,False,No
cust015032,3.38,16,18.0,28.999999999999996,9,1.08,0,False,No
cust015033,12.4,19,32.0,42.0,1,3.4,0,False,No
cust015034,14.45,16,11.0,13.0,1,4.99,0,False,No
cust015035,9.24,9,36.0,44.0,0,1.13,1,True,Yes
cust015036,11.16,23,21.0,18.0,4,1.8,1,True,Yes
cust015037,1.72,17,42.0,39.0,10,4.81,0,False,No
cust015038,12.85,23,39.0,38.0,4,3.02,0,False,No
cust015039,7.98,17,18.0,40.0,6,3.0,0,False,No
cust015040,19.31,16,80.0,21.0,3,3.96,0,False,No
cust015041,9.61,25,8.0,26.0,4,4.46,0,False,No
cust015042,17.25,13,56.99999999999999,19.0,6,1.04,0,False,No
cust015043,6.92,15,99.0,36.0,2,3.87,1,True,Yes
cust015044,15.46,13,62.0,28.999999999999996,0,2.81,0,False,No
cust015045,9.43,16,87.0,20.0,4,4.36,1,True,Yes
cust015046,16.92,1,77.0,2.0,8,1.59,1,True,Yes
cust015047,6.98,1,85.0,44.0,3,1.17,1,True,Yes
cust015048,7.17,20,85.0,12.0,3,4.9,0,False,No
cust015049,10.3,5,94.0,21.0,5,2.3,0,False,No
cust015050,7.89,5,88.0,17.0,8,3.68,0,False,No
cust015051,9.93,19,94.0,8.0,10,2.71,1,True,Yes
cust015052,3.37,10,57.99999999999999,20.0,3,1.24,1,True,Yes
cust015053,17.15,25,38.0,25.0,5,2.63,0,False,No
cust015054,10.28,1,2.0,41.0,2,2.33,1,True,Yes
cust015055,14.76,25,6.0,26.0,5,4.64,0,False,No
cust015056,8.57,15,20.0,5.0,5,4.44,1,True,Yes
cust015057,5.54,14,98.0,12.0,6,2.92,0,False,No
cust015058,9.7,18,6.0,27.0,0,3.69,0,False,No
cust015059,15.1,24,52.0,41.0,1,4.01,0,False,No
cust015060,4.69,13,40.0,7.000000000000001,7,1.53,1,True,Yes
cust015061,14.53,15,53.0,30.0,5,3.93,1,True,Yes
cust015062,6.27,21,40.0,30.0,8,1.39,1,True,Yes
cust015063,16.83,11,34.0,33.0,3,4.98,0,False,No
cust015064,10.03,9,22.0,11.0,2,1.24,0,False,No
cust015065,15.57,17,28.999999999999996,9.0,3,3.85,0,False,No
cust015066,6.87,8,60.0,21.0,0,2.34,1,True,Yes
cust015067,10.3,20,31.0,44.0,5,1.29,1,True,Yes
cust015068,1.57,12,41.0,9.0,2,3.97,0,False,No
cust015069,7.72,13,26.0,18.0,0,1.88,0,False,No
cust015070,6.69,18,56.99999999999999,43.0,5,2.48,1,True,Yes
cust015071,7.09,20,78.0,1.0,8,2.21,0,False,No
cust015072,9.59,8,60.0,8.0,4,2.73,0,False,No
cust015073,11.76,1,51.0,28.999999999999996,1,3.65,1,True,Yes
cust015074,8.21,20,6.0,3.0,9,4.43,0,False,No
cust015075,13.87,24,76.0,46.0,4,4.0,0,False,No
cust015076,14.15,11,66.0,13.0,4,4.83,0,False,No
cust015077,11.3,7,22.0,10.0,10,4.26,0,False,No
cust015078,5.75,15,4.0,21.0,7,4.27,1,True,Yes
cust015079,8.87,25,80.0,41.0,9,4.43,0,False,No
cust015080,12.19,2,70.0,13.0,9,1.4,0,False,No
cust015081,11.12,15,1.0,23.0,8,1.41,1,True,Yes
cust015082,3.06,10,87.0,32.0,5,3.58,0,False,No
cust015083,8.69,13,41.0,15.0,5,2.74,0,False,No
cust015084,12.16,15,19.0,13.0,3,2.98,0,False,No
cust015085,8.31,4,82.0,41.0,0,2.34,0,False,No
cust015086,9.57,25,98.0,41.0,10,1.86,1,True,Yes
cust015087,6.32,11,8.0,34.0,7,2.27,1,True,Yes
cust015088,11.2,13,77.0,42.0,8,2.3,0,False,No
cust015089,5.51,24,85.0,19.0,9,4.29,1,True,Yes
cust015090,3.85,2,91.0,24.0,8,1.68,0,False,No
cust015091,11.17,1,87.0,19.0,4,1.71,0,False,No
cust015092,11.95,23,83.0,6.0,10,1.17,1,True,Yes
cust015093,2.07,11,23.0,0.0,6,2.71,0,False,No
cust015094,14.26,9,71.0,32.0,3,2.18,1,True,Yes
cust015095,14.98,23,57.99999999999999,43.0,2,2.91,0,False,No
cust015096,4.42,22,63.0,8.0,8,4.85,0,False,No
cust015097,14.36,17,76.0,34.0,7,1.39,0,False,No
cust015098,9.84,3,65.0,11.0,10,3.72,0,False,No
cust015099,16.58,19,27.0,10.0,9,4.53,0,False,No
cust015100,1.1,11,26.0,20.0,8,3.69,0,False,No
cust015101,19.94,8,37.0,47.0,6,2.47,1,True,Yes
cust015102,14.22,25,17.0,23.0,1,4.49,0,False,No
cust015103,7.08,9,11.0,26.0,8,2.76,0,False,No
cust015104,5.36,15,91.0,30.0,8,2.39,0,False,No
cust015105,19.93,14,14.000000000000002,42.0,7,1.92,0,False,No
cust015106,5.55,4,50.0,33.0,2,3.76,0,False,No
cust015107,1.42,16,28.999999999999996,33.0,2,4.56,0,False,No
cust015108,13.73,3,27.0,25.0,8,3.59,0,False,No
cust015109,3.57,25,54.0,24.0,9,2.35,0,False,No
cust015110,12.85,6,64.0,49.0,7,2.71,0,False,No
cust015111,11.09,20,16.0,27.0,10,1.14,0,False,No
cust015112,3.85,17,17.0,32.0,5,3.27,0,False,No
cust015113,16.16,6,46.0,24.0,4,1.65,0,False,No
cust015114,15.11,22,0.0,21.0,9,1.75,1,True,Yes
cust015115,15.65,13,67.0,35.0,0,1.59,0,False,No
cust015116,13.71,10,69.0,0.0,1,2.27,0,False,No
cust015117,2.66,12,68.0,11.0,10,2.06,0,False,No
cust015118,2.49,25,48.0,2.0,5,4.38,0,False,No
cust015119,1.5,7,6.0,32.0,7,4.67,0,False,No
cust015120,17.95,2,8.0,14.000000000000002,4,3.08,1,True,Yes
cust015121,1.51,14,53.0,22.0,3,3.35,1,True,Yes
cust015122,18.49,11,27.0,32.0,5,2.72,0,False,No
cust015123,9.27,16,65.0,48.0,0,4.45,0,False,No
cust015124,13.15,4,46.0,21.0,6,4.15,0,False,No
cust015125,5.15,9,59.0,25.0,4,3.6,0,False,No
cust015126,4.56,4,70.0,31.0,4,1.72,0,False,No
cust015127,9.54,1,68.0,45.0,0,1.49,1,True,Yes
cust015128,1.17,24,17.0,49.0,4,4.07,1,True,Yes
cust015129,12.67,15,13.0,21.0,5,3.86,0,False,No
cust015130,18.02,5,38.0,50.0,3,1.56,0,False,No
cust015131,8.35,4,88.0,32.0,0,4.24,0,False,No
cust015132,18.25,10,51.0,12.0,0,3.77,0,False,No
cust015133,11.71,20,77.0,26.0,7,4.24,1,True,Yes
cust015134,18.14,14,75.0,37.0,8,3.35,0,False,No
cust015135,9.96,6,97.0,32.0,8,4.36,0,False,No
cust015136,10.6,11,55.00000000000001,33.0,4,3.91,1,True,Yes
cust015137,9.52,7,36.0,12.0,4,2.69,1,True,Yes
cust015138,5.01,19,42.0,44.0,7,4.91,0,False,No
cust015139,11.96,24,15.0,21.0,9,3.41,1,True,Yes
cust015140,8.04,12,21.0,11.0,1,2.9,0,False,No
cust015141,5.11,21,25.0,44.0,9,4.12,0,False,No
cust015142,2.05,7,32.0,27.0,6,1.24,1,True,Yes
cust015143,13.98,11,38.0,20.0,4,2.06,0,False,No
cust015144,7.34,12,86.0,39.0,8,4.74,0,False,No
cust015145,14.28,15,57.99999999999999,13.0,8,3.67,0,False,No
cust015146,18.22,22,7.000000000000001,22.0,3,1.6,0,False,No
cust015147,16.4,16,61.0,44.0,1,1.25,0,False,No
cust015148,18.21,23,7.000000000000001,14.000000000000002,5,1.62,1,True,Yes
cust015149,3.76,19,17.0,24.0,2,4.14,0,False,No
cust015150,18.07,23,56.99999999999999,8.0,9,1.32,1,True,Yes
cust015151,10.39,14,77.0,31.0,7,3.33,0,False,No
cust015152,1.91,18,41.0,28.000000000000004,5,3.39,1,True,Yes
cust015153,1.09,13,20.0,47.0,0,3.03,0,False,No
cust015154,14.37,4,31.0,28.999999999999996,7,2.43,1,True,Yes
cust015155,6.64,8,41.0,23.0,0,2.32,1,True,Yes
cust015156,5.9,6,62.0,19.0,5,1.81,1,True,Yes
cust015157,15.41,2,72.0,44.0,0,3.22,1,True,Yes
cust015158,6.31,7,86.0,14.000000000000002,1,3.62,1,True,Yes
cust015159,4.62,13,63.0,42.0,7,3.16,1,True,Yes
cust015160,9.95,5,99.0,1.0,7,2.33,0,False,No
cust015161,18.45,1,64.0,27.0,7,3.55,1,True,Yes
cust015162,7.12,5,7.000000000000001,14.000000000000002,7,2.35,0,False,No
cust015163,10.12,23,39.0,26.0,7,1.78,1,True,Yes
cust015164,4.5,14,35.0,24.0,3,2.37,0,False,No
cust015165,11.95,11,31.0,9.0,0,4.45,0,False,No
cust015166,4.81,25,97.0,49.0,4,3.79,1,True,Yes
cust015167,10.54,23,80.0,44.0,7,3.84,1,True,Yes
cust015168,2.94,24,0.0,10.0,9,1.75,0,False,No
cust015169,4.47,23,51.0,26.0,4,3.89,1,True,Yes
cust015170,4.83,18,9.0,33.0,10,2.94,1,True,Yes
cust015171,13.66,24,38.0,38.0,6,3.73,0,False,No
cust015172,13.36,5,3.0,43.0,2,2.51,0,False,No
cust015173,3.58,15,76.0,24.0,0,1.13,1,True,Yes
cust015174,15.86,12,44.0,38.0,4,4.02,1,True,Yes
cust015175,2.9,3,61.0,18.0,6,3.19,0,False,No
cust015176,2.68,8,59.0,39.0,9,4.95,1,True,Yes
cust015177,7.09,17,16.0,18.0,4,1.08,0,False,No
cust015178,8.77,9,91.0,10.0,7,2.91,1,True,Yes
cust015179,11.88,14,18.0,17.0,0,4.65,0,False,No
cust015180,6.62,13,64.0,7.000000000000001,7,3.68,0,False,No
cust015181,6.3,17,23.0,6.0,2,1.19,0,False,No
cust015182,19.39,2,41.0,39.0,10,4.68,1,True,Yes
cust015183,4.88,20,87.0,35.0,0,3.31,1,True,Yes
cust015184,16.37,4,11.0,13.0,5,1.52,0,False,No
cust015185,18.02,23,10.0,49.0,5,1.44,1,True,Yes
cust015186,13.57,6,66.0,47.0,6,2.29,0,False,No
cust015187,7.31,8,85.0,49.0,4,1.12,1,True,Yes
cust015188,13.07,20,24.0,36.0,7,4.09,0,False,No
cust015189,15.49,5,44.0,8.0,2,3.34,0,False,No
cust015190,15.99,22,91.0,23.0,0,1.98,0,False,No
cust015191,3.26,23,80.0,27.0,6,3.7,1,True,Yes
cust015192,4.03,14,1.0,48.0,6,4.24,0,False,No
cust015193,8.6,10,46.0,46.0,10,1.83,1,True,Yes
cust015194,16.25,8,2.0,44.0,10,3.36,1,True,Yes
cust015195,10.07,6,71.0,3.0,10,1.78,0,False,No
cust015196,8.73,4,62.0,7.000000000000001,6,2.52,0,False,No
cust015197,5.96,9,65.0,46.0,3,1.66,1,True,Yes
cust015198,4.6,23,60.0,23.0,2,3.87,0,False,No
cust015199,6.47,17,54.0,19.0,6,2.13,0,False,No
cust015200,14.86,15,80.0,16.0,8,3.49,0,False,No
cust015201,4.39,12,79.0,14.000000000000002,8,1.68,0,False,No
cust015202,18.86,8,42.0,32.0,8,4.24,1,True,Yes
cust015203,14.04,11,56.00000000000001,19.0,7,4.67,0,False,No
cust015204,3.54,4,88.0,35.0,3,3.29,1,True,Yes
cust015205,7.17,15,15.0,22.0,8,4.14,0,False,No
cust015206,15.16,21,65.0,50.0,8,4.89,1,True,Yes
cust015207,8.6,12,19.0,23.0,5,4.38,0,False,No
cust015208,9.71,5,34.0,37.0,6,3.6,1,True,Yes
cust015209,19.41,4,55.00000000000001,48.0,0,2.16,0,False,No
cust015210,17.43,24,35.0,40.0,5,4.7,0,False,No
cust015211,12.84,16,73.0,48.0,0,2.5,0,False,No
cust015212,10.72,6,90.0,34.0,9,4.49,0,False,No
cust015213,12.75,2,74.0,1.0,8,2.36,1,True,Yes
cust015214,15.64,16,40.0,18.0,4,4.81,0,False,No
cust015215,11.5,5,19.0,24.0,3,3.07,0,False,No
cust015216,19.79,22,72.0,26.0,9,2.73,0,False,No
cust015217,18.39,23,65.0,18.0,8,2.86,0,False,No
cust015218,6.28,21,96.0,35.0,2,2.57,0,False,No
cust015219,4.48,11,18.0,24.0,8,2.87,1,True,Yes
cust015220,8.94,5,85.0,49.0,6,2.42,1,True,Yes
cust015221,6.6,14,77.0,22.0,0,1.87,1,True,Yes
cust015222,4.44,21,28.000000000000004,0.0,2,4.77,1,True,Yes
cust015223,9.17,12,8.0,8.0,1,2.29,1,True,Yes
cust015224,11.48,16,70.0,15.0,9,4.83,0,False,No
cust015225,15.45,15,83.0,16.0,5,2.52,1,True,Yes
cust015226,11.22,19,45.0,13.0,3,4.99,0,False,No
cust015227,17.12,17,24.0,45.0,4,3.35,0,False,No
cust015228,1.24,7,35.0,1.0,1,1.35,0,False,No
cust015229,4.4,6,48.0,19.0,7,1.6,0,False,No
cust015230,8.5,9,30.0,21.0,4,1.69,0,False,No
cust015231,12.58,11,4.0,19.0,8,4.58,0,False,No
cust015232,8.97,22,44.0,3.0,1,3.42,0,False,No
cust015233,18.79,16,28.999999999999996,20.0,6,3.35,0,False,No
cust015234,2.77,4,95.0,23.0,3,1.46,0,False,No
cust015235,7.37,14,37.0,17.0,1,3.77,0,False,No
cust015236,7.56,22,32.0,16.0,6,4.11,1,True,Yes
cust015237,6.86,5,1.0,18.0,6,2.11,0,False,No
cust015238,18.27,8,48.0,12.0,2,4.93,0,False,No
cust015239,5.69,5,76.0,32.0,10,2.85,0,False,No
cust015240,8.71,25,87.0,24.0,7,2.5,1,True,Yes
cust015241,7.73,22,28.000000000000004,20.0,8,1.48,1,True,Yes
cust015242,2.24,1,54.0,23.0,1,1.69,1,True,Yes
cust015243,3.03,23,14.000000000000002,16.0,1,2.81,1,True,Yes
cust015244,4.67,24,76.0,10.0,7,1.5,1,True,Yes
cust015245,19.9,18,45.0,9.0,8,4.58,1,True,Yes
cust015246,5.39,25,93.0,6.0,8,4.37,0,False,No
cust015247,4.5,22,94.0,28.999999999999996,4,1.76,1,True,Yes
cust015248,17.05,25,39.0,37.0,4,3.57,0,False,No
cust015249,14.57,25,34.0,47.0,10,3.24,0,False,No
cust015250,2.47,24,7.000000000000001,37.0,1,4.4,0,False,No
cust015251,14.21,13,28.000000000000004,11.0,8,3.26,0,False,No
cust015252,4.74,25,38.0,31.0,9,2.14,1,True,Yes
cust015253,8.13,24,36.0,23.0,0,3.7,0,False,No
cust015254,15.86,1,67.0,1.0,5,4.59,0,False,No
cust015255,12.04,19,92.0,48.0,9,2.87,0,False,No
cust015256,18.41,11,37.0,13.0,10,1.29,0,False,No
cust015257,9.58,17,69.0,49.0,0,3.09,0,False,No
cust015258,14.96,9,90.0,27.0,0,1.67,1,True,Yes
cust015259,17.12,10,56.99999999999999,38.0,0,3.63,0,False,No
cust015260,2.16,2,17.0,14.000000000000002,8,2.14,0,False,No
cust015261,16.94,4,60.0,4.0,0,2.55,0,False,No
cust015262,11.57,23,25.0,2.0,3,2.52,0,False,No
cust015263,9.76,21,90.0,45.0,8,3.0,0,False,No
cust015264,9.96,22,64.0,13.0,6,2.14,0,False,No
cust015265,1.05,19,8.0,9.0,9,3.56,1,True,Yes
cust015266,5.04,6,12.0,31.0,1,3.61,0,False,No
cust015267,2.13,3,77.0,30.0,1,2.59,1,True,Yes
cust015268,19.68,14,1.0,27.0,9,1.64,0,False,No
cust015269,7.26,1,13.0,33.0,2,2.61,0,False,No
cust015270,19.74,3,65.0,46.0,2,1.96,0,False,No
cust015271,7.06,10,36.0,42.0,6,1.85,0,False,No
cust015272,18.99,14,4.0,44.0,4,2.81,0,False,No
cust015273,10.99,4,100.0,44.0,2,4.62,0,False,No
cust015274,12.13,24,96.0,34.0,5,4.28,0,False,No
cust015275,14.7,7,78.0,32.0,6,3.91,0,False,No
cust015276,9.28,2,71.0,14.000000000000002,7,3.54,0,False,No
cust015277,10.95,9,90.0,34.0,9,3.39,0,False,No
cust015278,6.95,18,86.0,3.0,4,4.6,0,False,No
cust015279,13.41,23,19.0,45.0,5,2.31,0,False,No
cust015280,4.2,6,32.0,48.0,6,4.01,1,True,Yes
cust015281,18.42,19,30.0,4.0,2,3.25,1,True,Yes
cust015282,10.18,8,72.0,27.0,1,2.59,0,False,No
cust015283,1.09,9,47.0,6.0,6,4.69,1,True,Yes
cust015284,18.51,22,80.0,8.0,5,1.59,0,False,No
cust015285,11.7,4,73.0,45.0,6,4.58,0,False,No
cust015286,3.95,16,100.0,8.0,8,4.36,0,False,No
cust015287,12.15,7,68.0,30.0,0,4.48,1,True,Yes
cust015288,13.1,19,85.0,8.0,9,4.47,0,False,No
cust015289,19.87,2,66.0,49.0,4,1.88,1,True,Yes
cust015290,16.76,17,17.0,26.0,9,3.66,0,False,No
cust015291,13.54,13,67.0,16.0,4,4.89,0,False,No
cust015292,1.12,13,62.0,43.0,4,4.56,1,True,Yes
cust015293,14.68,17,56.99999999999999,23.0,6,2.8,0,False,No
cust015294,9.08,24,70.0,37.0,9,3.06,0,False,No
cust015295,15.08,7,53.0,5.0,2,4.41,0,False,No
cust015296,17.54,8,27.0,39.0,0,3.04,0,False,No
cust015297,3.36,5,40.0,4.0,4,4.15,0,False,No
cust015298,4.73,18,16.0,10.0,7,1.9,1,True,Yes
cust015299,13.81,4,64.0,6.0,2,3.9,0,False,No
cust015300,7.63,7,46.0,6.0,10,3.83,0,False,No
